name,source,category,path,skill_md,description
implementing-llms-litgpt,davila7,ai-research,davila7/ai-research/model-architecture-litgpt,davila7/ai-research/model-architecture-litgpt/SKILL.md,"Implements and trains LLMs using Lightning AI's LitGPT with 20+ pretrained architectures (Llama, Gemma, Phi, Qwen, Mistral). Use when need clean model implementations, educational understanding of architectures, or production fine-tuning with LoRA/QLoRA. Single-file implementations, no abstraction l"
mamba-architecture,davila7,ai-research,davila7/ai-research/model-architecture-mamba,davila7/ai-research/model-architecture-mamba/SKILL.md,"State-space model with O(n) complexity vs Transformers' O(n²). 5× faster inference, million-token sequences, no KV cache. Selective SSM with hardware-aware design. Mamba-1 (d_state=16) and Mamba-2 (d_state=128, multi-head). Models 130M-2.8B on HuggingFace."
nanogpt,davila7,ai-research,davila7/ai-research/model-architecture-nanogpt,davila7/ai-research/model-architecture-nanogpt/SKILL.md,"Educational GPT implementation in ~300 lines. Reproduces GPT-2 (124M) on OpenWebText. Clean, hackable code for learning transformers. By Andrej Karpathy. Perfect for understanding GPT architecture from scratch. Train on Shakespeare (CPU) or OpenWebText (multi-GPU)."
rwkv-architecture,davila7,ai-research,davila7/ai-research/model-architecture-rwkv,davila7/ai-research/model-architecture-rwkv/SKILL.md,"RNN+Transformer hybrid with O(n) inference. Linear time, infinite context, no KV cache. Train like GPT (parallel), infer like RNN (sequential). Linux Foundation AI project. Production at Windows, Office, NeMo. RWKV-7 (March 2025). Models up to 14B parameters."
distributed-llm-pretraining-torchtitan,davila7,ai-research,davila7/ai-research/model-architecture-torchtitan,davila7/ai-research/model-architecture-torchtitan/SKILL.md,"Provides PyTorch-native distributed LLM pretraining using torchtitan with 4D parallelism (FSDP2, TP, PP, CP). Use when pretraining Llama 3.1, DeepSeek V3, or custom models at scale from 8 to 512+ GPUs with Float8, torch.compile, and distributed checkpointing."
audiocraft-audio-generation,davila7,ai-research,davila7/ai-research/multimodal-audiocraft,davila7/ai-research/multimodal-audiocraft/SKILL.md,"PyTorch library for audio generation including text-to-music (MusicGen) and text-to-sound (AudioGen). Use when you need to generate music from text descriptions, create sound effects, or perform melody-conditioned music generation."
blip-2-vision-language,davila7,ai-research,davila7/ai-research/multimodal-blip-2,davila7/ai-research/multimodal-blip-2/SKILL.md,"Vision-language pre-training framework bridging frozen image encoders and LLMs. Use when you need image captioning, visual question answering, image-text retrieval, or multimodal chat with state-of-the-art zero-shot performance."
clip,davila7,ai-research,davila7/ai-research/multimodal-clip,davila7/ai-research/multimodal-clip/SKILL.md,"OpenAI's model connecting vision and language. Enables zero-shot image classification, image-text matching, and cross-modal retrieval. Trained on 400M image-text pairs. Use for image search, content moderation, or vision-language tasks without fine-tuning. Best for general-purpose image understandin"
llava,davila7,ai-research,davila7/ai-research/multimodal-llava,davila7/ai-research/multimodal-llava/SKILL.md,"Large Language and Vision Assistant. Enables visual instruction tuning and image-based conversations. Combines CLIP vision encoder with Vicuna/LLaMA language models. Supports multi-turn image chat, visual question answering, and instruction following. Use for vision-language chatbots or image unders"
segment-anything-model,davila7,ai-research,davila7/ai-research/multimodal-segment-anything,davila7/ai-research/multimodal-segment-anything/SKILL.md,"Foundation model for image segmentation with zero-shot transfer. Use when you need to segment any object in images using points, boxes, or masks as prompts, or automatically generate all object masks in an image."
stable-diffusion-image-generation,davila7,ai-research,davila7/ai-research/multimodal-stable-diffusion,davila7/ai-research/multimodal-stable-diffusion/SKILL.md,"State-of-the-art text-to-image generation with Stable Diffusion models via HuggingFace Diffusers. Use when generating images from text prompts, performing image-to-image translation, inpainting, or building custom diffusion pipelines."
whisper,davila7,ai-research,davila7/ai-research/multimodal-whisper,davila7/ai-research/multimodal-whisper/SKILL.md,"OpenAI's general-purpose speech recognition model. Supports 99 languages, transcription, translation to English, and language identification. Six model sizes from tiny (39M params) to large (1550M params). Use for speech-to-text, podcast transcription, or multilingual audio processing. Best for robu"
langsmith-observability,davila7,ai-research,davila7/ai-research/observability-langsmith,davila7/ai-research/observability-langsmith/SKILL.md,"LLM observability platform for tracing, evaluation, and monitoring. Use when debugging LLM applications, evaluating model outputs against datasets, monitoring production systems, or building systematic testing pipelines for AI applications."
phoenix-observability,davila7,ai-research,davila7/ai-research/observability-phoenix,davila7/ai-research/observability-phoenix/SKILL.md,"Open-source AI observability platform for LLM tracing, evaluation, and monitoring. Use when debugging LLM applications with detailed traces, running evaluations on datasets, or monitoring production AI systems with real-time insights."
openai-docs,davila7,ai-research,davila7/ai-research/openai-docs,davila7/ai-research/openai-docs/SKILL.md,"Use when the user asks how to build with OpenAI products or APIs and needs up-to-date official documentation with citations (for example: Codex, Responses API, Chat Completions, Apps SDK, Agents SDK, Realtime, model capabilities or limits); prioritize OpenAI docs MCP tools and restrict any fallback "
awq-quantization,davila7,ai-research,davila7/ai-research/optimization-awq,davila7/ai-research/optimization-awq/SKILL.md,"Activation-aware weight quantization for 4-bit LLM compression with 3x speedup and minimal accuracy loss. Use when deploying large models (7B-70B) on limited GPU memory, when you need faster inference than GPTQ with better accuracy preservation, or for instruction-tuned and multimodal models. MLSys "
quantizing-models-bitsandbytes,davila7,ai-research,davila7/ai-research/optimization-bitsandbytes,davila7/ai-research/optimization-bitsandbytes/SKILL.md,"Quantizes LLMs to 8-bit or 4-bit for 50-75% memory reduction with minimal accuracy loss. Use when GPU memory is limited, need to fit larger models, or want faster inference. Supports INT8, NF4, FP4 formats, QLoRA training, and 8-bit optimizers. Works with HuggingFace Transformers."
optimizing-attention-flash,davila7,ai-research,davila7/ai-research/optimization-flash-attention,davila7/ai-research/optimization-flash-attention/SKILL.md,"Optimizes transformer attention with Flash Attention for 2-4x speedup and 10-20x memory reduction. Use when training/running transformers with long sequences (>512 tokens), encountering GPU memory issues with attention, or need faster inference. Supports PyTorch native SDPA, flash-attn library, H100"
gguf-quantization,davila7,ai-research,davila7/ai-research/optimization-gguf,davila7/ai-research/optimization-gguf/SKILL.md,"GGUF format and llama.cpp quantization for efficient CPU/GPU inference. Use when deploying models on consumer hardware, Apple Silicon, or when needing flexible quantization from 2-8 bit without GPU requirements."
gptq,davila7,ai-research,davila7/ai-research/optimization-gptq,davila7/ai-research/optimization-gptq/SKILL.md,"Post-training 4-bit quantization for LLMs with minimal accuracy loss. Use for deploying large models (70B, 405B) on consumer GPUs, when you need 4× memory reduction with <2% perplexity degradation, or for faster inference (3-4× speedup) vs FP16. Integrates with transformers and PEFT for QLoRA fine-t"
hqq-quantization,davila7,ai-research,davila7/ai-research/optimization-hqq,davila7/ai-research/optimization-hqq/SKILL.md,"Half-Quadratic Quantization for LLMs without calibration data. Use when quantizing models to 4/3/2-bit precision without needing calibration datasets, for fast quantization workflows, or when deploying with vLLM or HuggingFace Transformers."
parallel-agents,davila7,ai-research,davila7/ai-research/parallel-agents,davila7/ai-research/parallel-agents/SKILL.md,Multi-agent orchestration patterns. Use when multiple independent tasks can run with different domain expertise or when comprehensive analysis requires multiple perspectives.
perplexity,davila7,ai-research,davila7/ai-research/perplexity,davila7/ai-research/perplexity/SKILL.md,"Web search and research using Perplexity AI. Use when user says ""search"", ""find"", ""look up"", ""ask"", ""research"", or ""what's the latest"" for generic queries. NOT for library/framework docs (use Context7) or workspace questions."
grpo-rl-training,davila7,ai-research,davila7/ai-research/post-training-grpo-rl-training,davila7/ai-research/post-training-grpo-rl-training/SKILL.md,Expert guidance for GRPO/RL fine-tuning with TRL for reasoning and task-specific model training
miles-rl-training,davila7,ai-research,davila7/ai-research/post-training-miles,davila7/ai-research/post-training-miles/SKILL.md,"Provides guidance for enterprise-grade RL training using miles, a production-ready fork of slime. Use when training large MoE models with FP8/INT4, needing train-inference alignment, or requiring speculative RL for maximum throughput."
openrlhf-training,davila7,ai-research,davila7/ai-research/post-training-openrlhf,davila7/ai-research/post-training-openrlhf/SKILL.md,"High-performance RLHF framework with Ray+vLLM acceleration. Use for PPO, GRPO, RLOO, DPO training of large models (7B-70B+). Built on Ray, vLLM, ZeRO-3. 2× faster than DeepSpeedChat with distributed architecture and GPU resource sharing."
